,school,sex,age,address,Pstatus,guardian,traveltime,studytime,failures,paid,internet,health,absences,G1,G2,G3,extras,aprovados
338,GP,F,18,U,T,mother,1,4,0,no,yes,1,7,16,15,17,90,1
339,GP,F,17,R,A,mother,1,2,0,yes,yes,2,4,9,10,10,94,1
340,GP,F,19,U,T,other,1,3,1,yes,yes,3,4,11,12,11,94,1
341,GP,M,18,U,T,father,1,2,1,no,yes,2,0,10,10,0,100,0
342,GP,M,18,U,T,mother,1,2,0,no,yes,5,11,16,15,15,85,1
343,GP,F,17,U,A,father,1,2,1,no,yes,4,0,9,8,0,100,0
344,GP,F,18,U,T,mother,1,3,0,no,yes,3,4,11,10,10,94,1
345,GP,F,18,U,T,mother,1,3,0,no,yes,1,7,13,13,14,90,1
346,GP,M,18,R,T,mother,1,3,0,no,yes,4,9,16,15,16,88,1
347,GP,M,18,U,T,mother,1,3,0,yes,yes,5,0,10,10,9,100,0
348,GP,F,17,U,T,mother,1,3,0,yes,yes,4,0,13,15,15,100,1
349,MS,M,18,R,T,mother,2,1,1,no,yes,5,10,11,13,13,86,1
350,MS,M,19,R,T,other,3,2,3,no,yes,2,8,8,7,8,89,0
351,MS,M,17,U,T,mother,2,2,0,yes,yes,3,2,13,13,13,97,1
352,MS,M,18,U,T,mother,1,1,1,no,yes,3,7,8,7,8,90,0
353,MS,M,19,R,T,other,3,1,1,no,yes,5,4,8,8,8,94,0
354,MS,M,17,R,T,mother,2,2,0,yes,yes,2,4,13,11,11,94,1
355,MS,F,18,U,T,father,1,2,0,no,no,5,0,10,9,9,100,0
356,MS,F,17,R,T,father,2,2,0,yes,yes,5,4,12,13,13,94,1
357,MS,F,17,U,A,mother,2,2,0,no,no,5,2,12,12,11,97,1
358,MS,M,18,U,T,father,2,1,0,no,yes,3,4,10,10,10,94,1
359,MS,F,18,U,T,father,2,3,0,no,yes,4,0,18,16,16,100,1
360,MS,F,18,R,A,mother,3,2,0,no,no,5,0,13,13,13,100,1
361,MS,M,18,R,T,mother,2,2,1,no,no,5,2,13,12,12,97,1
362,MS,F,18,U,T,mother,2,2,0,no,yes,3,0,11,11,10,100,1
363,MS,F,17,U,T,mother,1,2,0,yes,yes,1,0,16,15,15,100,1
364,MS,F,17,R,T,father,2,2,0,no,no,3,0,12,11,12,100,1
365,MS,M,18,R,T,mother,2,2,0,yes,no,3,4,10,10,10,94,1
366,MS,M,18,U,T,mother,2,3,0,yes,yes,5,0,13,13,13,100,1
367,MS,F,17,R,T,mother,3,1,1,yes,yes,1,0,7,6,0,100,0
368,MS,F,18,U,T,father,2,1,0,yes,yes,4,0,11,10,10,100,1
369,MS,F,18,R,T,father,3,2,0,yes,yes,5,10,14,12,11,86,1
370,MS,F,19,U,T,other,2,2,2,no,no,3,4,7,7,9,94,0
371,MS,M,18,R,T,father,3,1,0,yes,yes,3,3,14,12,12,96,1
372,MS,F,17,U,T,mother,1,3,0,no,no,3,8,13,11,11,89,1
373,MS,F,17,R,T,mother,1,1,0,no,yes,1,14,6,5,5,81,0
374,MS,F,18,R,T,mother,2,3,0,no,yes,1,0,19,18,19,100,1
375,MS,F,18,R,T,mother,4,3,0,no,yes,4,2,8,8,10,97,1
376,MS,F,20,U,T,other,2,3,2,yes,yes,3,4,15,14,15,94,1
377,MS,F,18,R,T,mother,1,2,0,yes,yes,2,4,8,9,10,94,1
378,MS,F,18,U,T,mother,1,2,0,yes,yes,1,0,15,15,15,100,1
379,MS,F,17,R,T,mother,1,2,0,yes,yes,1,17,10,10,10,77,0
380,MS,M,18,U,T,father,1,2,0,yes,yes,2,4,15,14,14,94,1
381,MS,M,18,R,T,mother,2,1,0,no,yes,5,5,7,6,7,93,0
382,MS,M,17,U,T,father,2,2,0,no,yes,3,2,11,11,10,97,1
383,MS,M,19,R,T,mother,2,1,1,no,no,5,0,6,5,0,100,0
384,MS,M,18,R,T,father,2,1,1,yes,no,3,14,6,5,5,81,0
385,MS,F,18,R,T,mother,2,3,0,yes,no,4,2,10,9,10,97,1
386,MS,F,18,R,T,mother,3,1,0,yes,yes,5,7,6,5,6,90,0
387,MS,F,19,R,T,mother,1,3,1,no,yes,5,0,7,5,0,100,0
388,MS,F,18,U,T,mother,1,2,0,yes,yes,1,0,7,9,8,100,0
389,MS,F,18,U,T,mother,2,2,1,no,no,5,0,6,5,0,100,0
390,MS,M,20,U,A,other,1,2,2,yes,no,4,11,9,9,9,85,0
391,MS,M,17,U,T,mother,2,1,0,no,yes,2,3,14,16,16,96,1
392,MS,M,21,R,T,other,1,1,3,no,no,3,3,10,8,7,96,0
393,MS,M,18,R,T,mother,3,1,0,no,yes,5,0,11,12,10,100,1
394,MS,M,19,U,T,father,1,1,0,no,yes,5,5,8,9,9,93,0
