,school,sex,age,address,Pstatus,guardian,traveltime,studytime,failures,paid,internet,health,absences,G1,G2,G3,extras,aprovados
341,GP,F,19,U,T,other,2,2,0,no,yes,2,2,14,13,13,93,1
342,GP,F,18,U,T,other,2,2,0,no,yes,2,0,13,14,14,100,1
343,GP,F,18,U,T,father,1,4,0,no,yes,3,0,16,17,17,100,1
344,GP,M,18,U,T,mother,1,1,0,no,yes,1,0,18,18,17,100,1
345,GP,F,18,U,A,mother,1,2,0,yes,yes,4,0,14,15,15,100,1
346,GP,M,17,U,T,father,2,1,0,no,yes,5,0,12,13,13,100,1
347,GP,F,17,R,T,mother,2,3,0,no,yes,5,0,7,7,8,100,0
348,GP,F,17,U,T,mother,2,3,0,no,yes,3,0,16,16,16,100,1
349,GP,F,17,U,T,father,1,4,0,no,yes,5,0,18,18,18,100,1
350,GP,M,19,R,T,mother,2,3,1,no,yes,5,0,9,10,11,100,1
351,GP,M,20,U,A,other,1,1,2,no,no,5,0,14,15,15,100,1
352,GP,M,19,R,T,father,1,2,0,no,no,5,0,10,10,11,100,1
353,GP,F,18,U,T,mother,1,2,0,no,no,5,2,10,10,11,93,1
354,GP,F,18,U,T,mother,2,2,0,no,yes,1,2,12,12,15,93,1
355,GP,F,17,U,T,father,2,2,0,no,yes,3,2,11,12,14,93,1
356,GP,F,17,R,T,mother,1,1,0,no,yes,5,2,15,16,17,93,1
357,GP,F,18,U,T,mother,1,3,0,no,yes,5,2,14,15,17,93,1
358,GP,F,18,U,T,mother,2,1,0,no,yes,1,8,12,12,15,75,0
359,GP,F,17,R,T,father,1,3,0,no,yes,5,2,15,15,17,93,1
360,GP,F,18,U,T,father,1,2,0,no,yes,3,8,11,12,14,75,0
361,GP,M,19,U,T,mother,2,2,0,no,yes,1,9,11,10,10,71,0
362,GP,F,18,U,T,mother,1,2,0,no,yes,5,0,12,11,13,100,1
363,GP,F,18,U,T,mother,1,1,0,no,yes,1,4,11,12,14,87,1
364,GP,F,17,U,T,mother,1,1,0,no,yes,5,2,14,15,17,93,1
365,GP,F,17,U,A,mother,1,2,0,no,yes,5,14,15,14,17,56,0
366,GP,F,17,U,A,mother,1,2,0,no,yes,5,0,12,12,13,100,1
367,GP,F,17,U,T,father,1,2,0,no,yes,2,2,11,12,14,93,1
368,GP,M,18,U,T,father,1,1,0,no,yes,5,2,8,9,11,93,1
369,GP,F,19,U,T,other,3,3,0,no,no,5,12,10,10,11,62,0
370,GP,F,19,U,A,other,3,2,2,no,yes,4,2,8,8,9,93,0
371,GP,F,18,U,T,mother,1,1,0,no,yes,5,2,10,10,10,93,1
372,GP,F,17,U,T,mother,1,2,0,no,no,3,4,14,13,13,87,1
373,GP,F,17,R,T,mother,1,3,0,no,yes,3,0,11,11,10,100,1
374,GP,F,17,U,T,father,1,3,0,no,yes,5,0,17,18,17,100,1
375,GP,F,17,U,T,father,2,3,0,no,yes,2,0,14,14,15,100,1
376,GP,F,18,U,T,mother,2,3,0,no,yes,2,0,14,14,14,100,1
377,GP,M,18,U,T,mother,1,3,0,no,yes,3,0,13,14,13,100,1
378,GP,M,17,U,T,mother,1,1,0,no,yes,5,0,17,18,17,100,1
379,GP,M,17,R,T,mother,4,1,0,no,yes,4,2,11,10,10,93,1
380,GP,F,17,U,T,mother,1,3,0,no,yes,4,0,13,12,13,100,1
381,GP,F,17,U,T,mother,2,3,0,no,yes,4,4,15,14,15,87,1
382,GP,F,17,U,T,mother,1,1,0,yes,yes,5,2,11,12,11,93,1
383,GP,M,18,U,T,mother,1,4,0,yes,yes,5,0,11,11,12,100,1
384,GP,M,19,R,T,other,1,1,0,no,no,5,0,11,10,10,100,1
385,GP,F,18,U,T,mother,4,2,0,no,no,2,2,10,9,10,93,1
386,GP,F,17,R,T,father,1,3,0,no,yes,5,0,15,15,15,100,1
387,GP,M,18,U,T,mother,1,1,0,no,yes,5,6,15,14,15,81,1
388,GP,F,18,U,T,mother,1,2,0,no,yes,4,8,10,11,12,75,0
389,GP,F,18,U,T,other,1,2,0,no,yes,2,0,10,9,12,100,1
390,GP,F,18,R,T,mother,2,4,0,no,no,4,6,14,13,14,81,1
391,GP,F,17,U,T,mother,1,3,0,no,yes,5,8,11,13,14,75,0
392,GP,F,17,U,T,mother,1,2,0,no,yes,2,0,12,13,15,100,1
393,GP,F,18,U,T,mother,1,4,0,no,yes,1,4,14,14,15,87,1
394,GP,F,17,R,A,mother,1,2,0,no,yes,2,0,14,14,16,100,1
395,GP,M,18,U,T,father,1,2,0,no,yes,2,0,12,12,13,100,1
396,GP,M,18,U,T,mother,1,2,0,no,yes,5,6,16,16,17,81,1
397,GP,F,17,U,A,father,1,2,0,no,yes,4,18,10,12,14,43,0
398,GP,F,18,U,T,mother,1,3,0,no,yes,3,0,11,12,14,100,1
399,GP,F,18,U,T,mother,1,3,0,no,yes,1,4,14,16,17,87,1
400,GP,M,18,R,T,mother,1,3,0,no,yes,4,4,15,14,17,87,1
401,GP,M,18,U,T,mother,1,3,0,no,yes,5,0,14,13,14,100,1
402,GP,F,17,U,T,mother,1,3,0,no,yes,4,0,11,12,13,100,1
403,GP,F,17,U,T,mother,2,2,0,no,yes,1,10,12,15,15,68,0
404,GP,F,17,U,T,mother,1,2,0,no,yes,4,4,12,16,16,87,1
405,GP,F,19,U,A,other,2,1,1,no,yes,5,16,10,11,11,50,0
406,GP,F,17,U,T,mother,1,1,1,yes,yes,3,6,10,13,13,81,1
407,GP,F,21,U,T,other,1,3,2,yes,yes,5,0,9,12,12,100,1
408,GP,M,18,U,T,mother,1,2,0,no,yes,3,11,9,11,12,65,0
409,GP,M,18,U,A,other,1,2,0,no,yes,2,9,13,14,15,71,0
410,GP,F,17,U,T,mother,1,2,0,no,yes,4,0,13,17,17,100,1
411,GP,M,17,U,A,mother,1,3,0,no,yes,4,2,12,15,15,93,1
412,GP,F,18,U,T,mother,1,2,0,no,yes,3,0,14,17,17,100,1
413,GP,M,21,R,T,other,2,2,2,no,yes,4,21,9,10,10,34,0
414,GP,F,20,R,T,other,2,3,0,no,yes,3,8,11,15,15,75,0
415,GP,F,19,U,T,other,1,1,1,no,yes,5,5,9,10,11,84,1
416,GP,M,17,U,A,mother,1,2,0,no,yes,5,10,16,18,18,68,0
417,GP,F,18,U,T,father,1,3,0,no,yes,2,5,14,17,17,84,1
418,GP,M,18,R,T,father,1,1,0,no,yes,4,13,13,14,14,59,0
419,GP,M,19,U,T,mother,1,1,0,no,yes,4,10,7,11,11,68,0
420,GP,F,18,U,A,mother,2,2,0,no,yes,4,10,14,17,17,68,0
421,GP,F,20,U,T,mother,2,1,1,no,yes,5,5,8,10,10,84,1
422,GP,F,18,U,T,mother,1,2,0,no,yes,1,4,10,13,13,87,1
423,MS,F,16,U,T,father,2,1,0,no,yes,5,11,10,11,11,65,0
424,MS,F,16,R,T,mother,2,2,0,no,yes,5,0,12,12,12,100,1
425,MS,F,15,R,T,mother,1,1,1,no,no,2,6,10,10,10,81,1
426,MS,F,15,R,T,mother,2,1,0,no,yes,5,4,10,10,11,87,1
427,MS,F,16,R,T,mother,2,2,0,no,no,5,0,16,17,17,100,1
428,MS,F,15,R,T,mother,2,1,0,no,no,1,0,6,8,9,100,0
429,MS,M,16,R,A,mother,1,2,0,no,no,2,5,10,11,11,84,1
430,MS,M,16,U,A,mother,1,3,0,no,yes,5,0,10,11,11,100,1
431,MS,F,17,R,T,father,1,2,1,no,no,5,0,10,10,10,100,1
432,MS,F,17,R,T,father,1,1,1,no,yes,5,0,6,6,7,100,0
433,MS,F,15,R,T,mother,2,1,0,no,yes,5,0,13,14,14,100,1
434,MS,F,16,U,A,mother,2,4,0,no,no,1,4,10,9,11,87,1
435,MS,F,15,R,T,father,2,2,0,no,yes,4,0,10,10,10,100,1
436,MS,F,15,R,T,mother,2,1,1,no,yes,2,4,6,7,8,87,0
437,MS,F,16,R,T,mother,2,1,0,no,no,2,0,12,11,12,100,1
438,MS,F,17,R,T,mother,2,1,0,no,yes,3,2,10,11,12,93,1
439,MS,F,15,R,T,father,2,1,0,no,yes,4,0,14,16,16,100,1
440,MS,M,16,U,T,mother,2,2,0,no,no,3,0,7,0,0,100,0
441,MS,M,17,U,T,mother,1,2,0,yes,yes,5,4,8,9,9,87,0
442,MS,M,15,R,T,father,1,2,0,no,yes,2,0,12,13,14,100,1
443,MS,M,15,R,T,father,1,2,0,no,yes,2,7,7,9,8,78,0
444,MS,M,16,R,T,mother,3,2,0,no,no,5,4,9,10,11,87,1
445,MS,M,15,R,T,mother,4,2,0,no,no,4,8,7,9,9,75,0
446,MS,M,15,U,T,father,1,2,0,no,yes,5,0,11,11,11,100,1
447,MS,M,17,R,T,mother,3,1,0,no,no,3,8,8,10,9,75,0
448,MS,F,16,R,T,mother,2,3,0,no,yes,4,6,16,16,17,81,1
449,MS,F,15,R,T,mother,2,1,0,no,no,1,3,11,13,13,90,1
450,MS,F,16,R,T,mother,3,2,0,no,yes,1,2,15,15,15,93,1
451,MS,M,16,R,T,father,2,2,0,no,no,5,0,10,11,11,100,1
452,MS,F,16,R,T,mother,3,2,0,no,yes,4,4,9,10,11,87,1
453,MS,F,16,U,T,mother,1,3,1,no,no,4,0,10,8,8,100,0
454,MS,F,16,U,T,mother,1,3,1,no,no,4,3,9,8,8,90,0
455,MS,F,15,U,T,mother,1,2,0,no,yes,2,0,9,10,9,100,0
456,MS,F,16,U,T,father,1,2,0,no,no,2,0,13,14,15,100,1
457,MS,M,17,R,T,mother,1,1,0,no,yes,3,4,10,11,11,87,1
458,MS,F,16,R,T,father,4,4,0,no,yes,1,0,13,10,13,100,1
459,MS,F,16,R,T,father,4,3,0,no,no,5,2,10,9,10,93,1
460,MS,F,15,R,T,father,2,2,0,no,yes,2,1,11,10,11,96,1
461,MS,F,16,R,T,mother,2,1,0,no,yes,2,0,13,12,14,100,1
462,MS,F,15,R,T,father,3,2,0,no,no,2,0,13,14,14,100,1
463,MS,F,15,R,T,father,1,3,0,no,no,5,2,14,11,12,93,1
464,MS,M,16,R,T,father,2,1,0,no,no,5,6,11,11,11,81,1
465,MS,F,18,U,T,father,1,2,1,no,yes,5,9,9,8,8,71,0
466,MS,M,15,U,T,mother,2,1,0,no,no,4,0,10,9,11,100,1
467,MS,F,16,R,T,father,3,2,0,no,yes,2,1,14,13,14,96,1
468,MS,M,15,U,T,mother,3,1,0,no,no,4,1,13,12,13,96,1
469,MS,M,16,U,T,father,1,2,0,no,no,3,0,13,12,13,100,1
470,MS,F,15,R,T,mother,1,2,0,no,yes,1,4,13,12,12,87,1
471,MS,F,16,R,T,mother,2,2,1,no,no,5,2,12,11,12,93,1
472,MS,F,16,R,T,father,3,1,0,no,no,4,0,14,14,16,100,1
473,MS,M,16,U,T,mother,2,1,0,no,yes,4,4,10,8,10,87,1
474,MS,M,15,R,T,father,3,1,0,no,yes,3,2,10,11,11,93,1
475,MS,F,15,U,T,mother,2,3,0,no,no,4,0,12,13,14,100,1
476,MS,F,16,R,T,mother,1,1,0,no,yes,5,2,10,8,8,93,0
477,MS,M,15,U,T,father,2,1,0,no,yes,3,11,12,10,11,65,0
478,MS,F,16,R,T,father,2,2,3,no,no,1,0,7,7,8,100,0
479,MS,F,17,U,T,mother,1,1,0,no,no,5,4,9,9,10,87,1
480,MS,F,19,U,T,other,1,1,1,no,yes,2,0,9,9,10,100,1
481,MS,F,17,R,T,mother,3,1,0,no,no,3,2,9,10,11,93,1
482,MS,F,15,R,T,mother,2,1,0,no,no,4,0,9,10,9,100,0
483,MS,F,16,R,T,father,3,2,0,no,yes,1,1,9,10,11,96,1
484,MS,F,16,U,A,mother,1,1,0,no,no,1,6,7,7,8,81,0
485,MS,F,17,R,T,mother,2,2,0,no,yes,4,0,11,10,11,100,1
486,MS,F,16,U,T,father,1,1,1,yes,yes,3,1,9,10,10,96,1
487,MS,F,18,R,A,other,2,3,2,no,no,2,6,7,9,10,81,1
488,MS,F,19,U,T,mother,1,3,1,no,no,3,6,7,9,9,81,0
489,MS,M,18,R,T,mother,2,1,1,no,yes,4,0,8,9,10,100,1
490,MS,F,18,R,T,mother,2,1,1,no,yes,2,4,9,11,10,87,1
491,MS,F,19,U,T,other,2,2,1,no,yes,1,12,7,8,9,62,0
492,MS,F,16,R,A,mother,1,2,0,no,no,3,2,8,10,10,93,1
493,MS,F,17,U,T,father,2,1,0,no,no,5,5,9,9,10,84,1
494,MS,F,16,R,T,mother,1,2,0,no,yes,3,0,8,9,9,100,0
495,MS,F,16,U,T,mother,1,1,0,no,yes,4,0,14,13,13,100,1
496,MS,F,16,R,T,mother,1,1,0,no,yes,4,2,14,14,14,93,1
497,MS,M,17,U,T,mother,2,4,1,yes,no,5,0,10,11,10,100,1
498,MS,F,16,U,T,mother,1,2,0,no,yes,1,0,14,13,14,100,1
499,MS,F,16,U,T,mother,1,1,0,yes,no,5,0,17,16,16,100,1
500,MS,M,17,U,T,father,1,1,1,no,yes,1,12,6,7,7,62,0
501,MS,M,16,U,T,father,1,1,0,no,yes,5,8,14,12,13,75,0
502,MS,M,17,R,T,mother,3,4,1,no,no,3,2,10,8,9,93,0
503,MS,F,16,U,T,other,1,4,0,no,yes,5,0,14,14,14,100,1
504,MS,F,19,U,T,mother,1,3,0,no,yes,1,0,12,13,13,100,1
505,MS,F,17,R,T,mother,2,1,0,no,yes,5,0,11,11,11,100,1
506,MS,F,20,U,T,mother,2,2,1,no,yes,3,8,11,9,10,75,0
507,MS,F,17,U,T,father,1,3,0,no,no,3,0,11,11,10,100,1
508,MS,M,17,R,T,mother,3,1,1,no,yes,5,0,10,9,9,100,0
509,MS,F,16,R,T,father,3,2,0,no,no,1,0,16,17,18,100,1
510,MS,F,17,R,T,mother,2,2,0,no,no,1,0,15,17,17,100,1
511,MS,F,17,U,A,mother,2,2,0,no,yes,4,1,11,9,10,96,1
512,MS,F,18,R,T,mother,1,2,1,no,yes,5,9,7,7,7,71,0
513,MS,F,16,U,T,mother,1,1,0,no,yes,1,0,8,6,8,100,0
514,MS,F,16,U,T,mother,1,1,0,no,yes,3,2,7,6,7,93,0
515,MS,F,18,U,T,mother,2,2,0,no,no,3,8,9,8,10,75,0
516,MS,F,16,R,T,father,1,2,0,no,yes,2,0,14,16,16,100,1
517,MS,F,16,R,T,mother,2,1,0,no,yes,2,0,14,14,15,100,1
518,MS,F,18,U,A,father,1,2,1,no,yes,1,8,8,5,8,75,0
519,MS,M,16,R,T,mother,2,2,0,no,yes,2,0,8,7,0,100,0
520,MS,F,16,U,T,mother,3,2,0,no,yes,5,6,6,8,8,81,0
521,MS,F,16,R,T,mother,2,2,0,no,yes,2,0,8,10,10,100,1
522,MS,F,16,U,T,mother,1,2,0,no,yes,3,4,8,8,8,87,0
523,MS,M,18,U,T,mother,1,4,0,no,yes,5,2,5,6,6,93,0
524,MS,F,16,R,T,mother,3,2,0,no,no,2,2,7,9,8,93,0
525,MS,M,17,U,T,mother,1,3,0,no,yes,5,0,15,14,16,100,1
526,MS,F,17,R,T,mother,1,1,0,no,yes,5,1,13,14,14,96,1
527,MS,M,16,U,T,mother,4,3,0,no,no,3,0,10,9,10,100,1
528,MS,F,17,R,T,mother,1,1,0,yes,yes,5,5,9,9,9,84,0
529,MS,F,16,U,T,father,2,1,0,no,no,5,1,11,11,11,96,1
530,MS,M,17,U,T,mother,1,1,0,no,yes,3,8,7,10,9,75,0
531,MS,M,17,U,T,mother,3,2,0,no,yes,1,0,10,10,10,100,1
532,MS,M,16,U,T,mother,2,2,0,no,yes,5,2,9,7,8,93,0
533,MS,F,16,U,T,mother,1,2,0,no,yes,3,0,14,15,16,100,1
534,MS,M,16,U,T,father,1,1,0,no,yes,5,0,11,12,12,100,1
535,MS,M,15,R,T,mother,3,2,0,no,no,5,11,9,11,10,65,0
536,MS,M,15,U,A,mother,3,4,0,no,no,5,8,13,14,14,75,0
537,MS,M,15,U,A,mother,1,1,0,no,yes,5,11,12,13,12,65,0
538,MS,F,16,R,T,mother,1,3,0,no,no,5,2,11,11,11,93,1
539,MS,F,16,U,T,mother,2,2,0,no,yes,1,8,9,10,10,75,0
540,MS,F,17,U,T,mother,2,1,0,no,no,1,5,9,11,11,84,1
541,MS,F,17,R,T,mother,2,2,0,yes,no,5,0,11,9,11,100,1
542,MS,F,16,U,T,mother,2,3,0,no,yes,5,1,10,11,12,96,1
543,MS,M,17,R,T,father,3,1,3,no,yes,5,2,9,9,8,93,0
544,MS,M,17,R,T,father,2,1,0,no,no,5,2,12,11,12,93,1
545,MS,M,17,U,T,mother,1,2,1,no,yes,5,8,8,9,8,75,0
546,MS,F,17,U,T,father,1,2,0,no,yes,5,0,13,15,16,100,1
547,MS,M,16,R,T,father,1,1,0,no,yes,2,0,10,11,11,100,1
548,MS,F,17,U,A,mother,1,2,0,no,yes,3,2,11,10,11,93,1
549,MS,F,17,R,T,mother,2,2,0,no,yes,5,0,17,18,18,100,1
550,MS,M,16,U,A,father,2,2,0,no,yes,5,0,12,13,13,100,1
551,MS,M,17,U,T,father,2,2,0,yes,yes,1,0,13,14,13,100,1
552,MS,M,19,U,T,mother,1,2,2,no,yes,4,2,9,9,10,93,1
553,MS,M,17,U,A,mother,1,1,0,no,no,5,4,11,11,12,87,1
554,MS,F,17,R,T,father,2,1,0,no,yes,4,3,10,11,10,90,1
555,MS,F,16,R,T,father,1,3,0,no,yes,3,5,13,14,13,84,1
556,MS,M,16,R,T,mother,1,1,0,no,no,5,4,9,10,11,87,1
557,MS,F,17,R,T,mother,2,2,3,no,yes,5,2,7,9,10,93,1
558,MS,M,17,R,T,mother,2,1,0,no,no,5,0,8,13,10,100,1
559,MS,M,18,R,T,other,3,1,1,no,no,4,0,12,12,13,100,1
560,MS,M,17,R,T,mother,2,1,0,no,yes,2,0,10,9,10,100,1
561,MS,M,18,U,T,mother,2,2,0,no,no,5,6,10,9,10,81,1
562,MS,F,16,R,T,father,1,2,0,no,no,1,0,11,13,12,100,1
563,MS,M,17,U,T,mother,1,1,1,no,no,5,0,7,0,0,100,0
564,MS,M,16,R,T,father,2,1,0,no,yes,5,2,11,9,10,93,1
565,MS,M,16,R,T,mother,2,1,0,no,yes,5,0,10,10,9,100,0
566,MS,M,18,R,T,other,2,1,1,no,yes,5,2,9,7,9,93,0
567,MS,M,18,R,T,mother,1,1,1,no,yes,5,0,4,0,0,100,0
568,MS,M,19,U,T,mother,2,1,3,no,no,3,4,6,11,9,87,0
569,MS,M,18,U,T,mother,1,2,2,no,yes,3,9,4,8,8,71,0
570,MS,M,16,R,T,mother,2,1,0,no,yes,4,6,7,8,8,81,0
571,MS,M,19,U,T,other,2,1,3,no,yes,5,4,8,9,9,87,0
572,MS,F,16,U,A,mother,2,2,2,no,no,1,8,5,5,7,75,0
573,MS,F,17,U,T,mother,1,1,0,no,no,5,9,7,9,10,71,0
574,MS,M,20,R,T,other,2,1,1,no,yes,4,12,8,11,10,62,0
575,MS,F,18,R,A,mother,1,1,0,no,yes,2,8,10,11,10,75,0
576,MS,M,18,R,T,mother,2,1,0,no,yes,5,8,9,10,11,75,0
577,MS,M,19,R,T,other,3,2,1,no,yes,2,8,10,9,11,75,0
578,MS,M,17,U,T,mother,2,2,1,no,yes,3,4,8,9,10,87,1
579,MS,M,18,U,T,mother,1,1,0,no,yes,3,0,9,10,9,100,0
580,MS,M,19,R,T,other,3,1,1,no,yes,5,4,8,9,10,87,1
581,MS,F,18,U,A,mother,2,2,2,no,no,5,2,6,8,8,93,0
582,MS,F,19,U,A,mother,1,1,0,no,no,5,0,6,8,7,100,0
583,MS,F,18,R,T,mother,2,1,1,no,yes,3,0,8,6,0,100,0
584,MS,F,17,R,T,mother,2,1,0,no,yes,5,0,10,11,11,100,1
585,MS,F,17,R,A,other,2,3,0,yes,no,3,5,8,7,8,84,0
586,MS,F,17,U,T,mother,1,2,0,no,yes,5,0,8,8,0,100,0
587,MS,F,18,R,T,mother,1,2,1,no,yes,4,3,7,6,8,90,0
588,MS,F,17,U,T,mother,1,1,0,no,no,5,0,8,10,9,100,0
589,MS,F,17,U,T,father,1,1,0,no,yes,3,0,7,10,10,100,1
590,MS,F,18,U,T,mother,3,2,2,no,no,5,3,7,8,7,90,0
591,MS,F,18,U,T,father,2,2,0,no,yes,1,2,12,13,14,93,1
592,MS,F,17,U,T,mother,2,1,0,no,yes,4,0,11,12,13,100,1
593,MS,F,18,U,A,mother,2,2,0,no,yes,4,0,12,13,14,100,1
594,MS,F,18,U,T,mother,2,2,0,no,yes,1,0,18,18,18,100,1
595,MS,M,18,U,T,mother,1,1,0,no,yes,5,3,17,17,17,90,1
596,MS,F,17,U,T,mother,2,2,0,no,yes,4,0,17,18,18,100,1
597,MS,F,18,R,T,mother,3,2,1,no,no,4,0,9,0,0,100,0
598,MS,M,18,U,T,mother,2,1,0,no,no,1,8,10,11,11,75,0
599,MS,M,18,R,T,mother,3,1,0,yes,yes,1,5,12,13,14,84,1
600,MS,M,17,R,T,father,3,1,0,no,no,4,4,12,13,14,87,1
601,MS,F,18,U,T,mother,2,2,0,no,yes,2,4,8,8,10,87,1
602,MS,F,18,U,T,father,2,3,0,no,yes,3,0,11,12,13,100,1
603,MS,F,18,R,A,mother,1,2,0,no,yes,5,0,5,0,0,100,0
604,MS,F,18,U,T,mother,3,2,1,no,no,2,2,9,10,10,93,1
605,MS,F,19,U,T,father,2,1,1,no,no,2,0,5,0,0,100,0
606,MS,F,17,U,T,father,2,4,0,no,yes,5,0,18,18,18,100,1
607,MS,F,17,R,A,mother,2,2,0,no,yes,2,5,11,11,12,84,1
608,MS,F,18,U,A,mother,1,2,0,no,no,3,2,8,10,11,93,1
609,MS,F,18,U,T,father,2,2,0,no,no,4,0,11,11,12,100,1
610,MS,F,19,R,A,other,2,2,3,no,no,1,0,8,0,0,100,0
611,MS,F,18,R,T,mother,2,3,0,no,yes,4,5,14,14,15,84,1
612,MS,M,17,R,T,mother,2,2,1,yes,yes,2,4,10,11,11,87,1
613,MS,F,18,U,T,father,1,2,0,no,no,5,0,10,10,10,100,1
614,MS,F,17,R,T,father,2,2,0,yes,yes,5,2,12,12,12,93,1
615,MS,F,17,U,A,mother,2,2,0,no,no,5,0,15,14,15,100,1
616,MS,M,18,U,T,father,2,1,0,no,yes,3,2,14,13,14,93,1
617,MS,F,18,U,T,father,2,3,0,no,yes,4,0,19,17,18,100,1
618,MS,F,18,R,A,mother,3,2,0,no,no,5,0,16,15,15,100,1
619,MS,F,18,U,T,mother,2,2,0,no,yes,3,6,13,12,13,81,1
620,MS,F,17,U,T,mother,1,2,0,no,yes,1,4,15,14,15,87,1
621,MS,F,17,R,T,father,2,2,0,no,no,3,0,13,13,13,100,1
622,MS,M,18,R,T,mother,2,2,0,yes,no,3,0,8,10,9,100,0
623,MS,M,18,U,T,mother,2,3,0,no,yes,5,0,15,16,16,100,1
624,MS,F,17,R,T,mother,3,1,1,no,yes,1,0,8,8,9,100,0
625,MS,F,18,U,T,father,2,1,0,no,yes,4,0,10,10,10,100,1
626,MS,F,18,R,T,father,3,2,0,no,yes,5,0,7,5,0,100,0
627,MS,M,18,R,T,father,3,1,0,no,yes,3,3,9,10,10,90,1
628,MS,F,17,U,T,mother,1,3,0,no,no,3,8,10,11,12,75,0
629,MS,F,17,R,T,mother,1,1,0,no,yes,1,4,7,8,9,87,0
630,MS,F,18,R,T,mother,2,3,0,no,yes,1,0,15,17,17,100,1
631,MS,F,18,R,T,mother,4,3,0,no,yes,4,4,10,11,12,87,1
632,MS,F,19,R,T,other,2,2,1,no,yes,3,4,7,8,9,87,0
633,MS,F,18,R,T,mother,1,2,0,no,yes,2,1,13,14,14,96,1
634,MS,F,18,U,T,mother,1,2,0,no,yes,1,1,16,16,16,96,1
635,MS,F,17,R,T,mother,1,2,0,no,yes,1,10,8,9,9,68,0
636,MS,M,18,U,T,father,1,2,0,no,yes,2,4,17,18,19,87,1
637,MS,M,18,R,T,mother,2,1,0,no,yes,5,0,7,7,0,100,0
638,MS,M,17,U,T,father,2,2,0,no,yes,3,4,14,15,16,87,1
639,MS,M,19,R,T,mother,2,1,1,no,no,5,0,5,8,0,100,0
640,MS,M,18,R,T,father,2,1,1,yes,no,3,0,7,7,0,100,0
641,MS,F,18,R,T,mother,2,3,0,no,no,4,0,14,17,15,100,1
642,MS,F,17,U,T,mother,2,2,0,no,yes,1,0,6,9,11,100,1
643,MS,F,18,R,T,mother,3,1,0,no,yes,5,4,7,9,10,87,1
644,MS,F,19,R,T,mother,1,3,1,no,yes,5,4,10,11,10,87,1
645,MS,F,18,U,T,mother,1,2,0,no,yes,1,4,15,15,16,87,1
646,MS,F,18,U,T,mother,2,2,0,no,no,5,6,11,12,9,81,0
647,MS,M,17,U,T,mother,2,1,0,no,yes,2,6,10,10,10,81,1
648,MS,M,18,R,T,mother,3,1,0,no,yes,5,4,10,11,11,87,1
